cinema_id,user_id,show_id,seats_reserved,reservation_date,status
CINEMARK,c5562813-281c-4d90-adae-69c1a8a9a842,814b466f-cefb-434f-8c55-e9e8e46c2b4f,5,2024-12-01T17:05:13.065332,PENDING
CINEMARK,87a62e80-cdfb-4817-9b77-d72e66050544,ab12f113-0df6-4ccf-9795-cf21fcbc04a4,1,2024-12-01T17:15:41.959301,PENDING
CINEMARK,ce26e60f-9d64-4780-b229-a224743a7b32,a4d03264-093a-4ac9-9ce4-478cf6f5759c,3,2024-12-01T17:09:04.428344,CANCELLED
CINEMARK,fba0b7c9-4f39-4489-ad74-552738b80855,3e25cb4a-ae36-4572-b0b2-38a665e6fe7c,5,2024-12-01T16:54:37.209050,PENDING
CINEMARK,cf7e2d8f-8855-40ca-b809-efdcff2855e9,33828ae1-b15a-4e8a-8009-e6db761b99e5,1,2024-12-01T17:03:11.076756,CANCELLED
CINEMARK,9bf0c3de-96ce-4869-93ef-6dc40191511e,9bc15eb2-0dae-4102-a4ab-6aff3fa27be9,5,2024-12-01T17:10:50.326360,CANCELLED
CINEMARK,ce0995ee-b102-458c-8a05-4b6c0fe9bde1,8727aadd-801b-45d3-a156-f17c732c81c9,3,2024-12-01T16:56:03.446620,CANCELLED
CINEMARK,44a2b35a-758a-4bba-bb06-7c50901da64f,ed094542-780c-45d1-91f0-1f8181027d89,2,2024-12-01T17:15:55.539025,CANCELLED
CINEMARK,c03464dc-0fc0-418e-af80-c2bbd0410a12,d55a02da-ac91-4872-bbbf-dedccfd3d244,2,2024-12-01T17:13:29.277173,PENDING
CINEMARK,f1f666fe-02fd-45fb-af1f-9a9990b8281c,a0ce9633-5cce-4d5a-917a-7d50867fbee3,1,2024-12-01T17:08:18.833465,PENDING
CINEMARK,5c2d32ed-618d-4436-bf54-80de078d6e9d,3fa8fece-d1bf-4185-ba04-90d9d678d90e,1,2024-12-01T17:18:25.911748,CONFIRMED
CINEMARK,1de41274-1a54-407a-8cc6-7bbdd4a6bff5,635d2668-80f5-4db6-a647-e4723a44b717,4,2024-12-01T17:19:29.438290,CANCELLED
CINEMARK,835f8974-1435-40b3-a9db-407f35120c50,b2ddb6ad-445c-4604-870b-4adbb777add0,2,2024-12-01T17:17:03.316477,PENDING
CINEMARK,8fe304fb-bb58-4809-beee-e24fbfa1fb8c,446f3f65-b6ac-4cc0-be99-0123df33deba,1,2024-12-01T16:56:40.775788,CANCELLED
CINEMARK,bb5664ed-7fb4-4fcf-a24e-b058ca6a1569,fa52369c-ed98-40d9-b308-a901dcc40b41,5,2024-12-01T17:09:11.604731,CANCELLED
CINEMARK,e31ee2c0-29f1-4810-b367-5bdbede03ce9,b858150b-d405-4de0-a9e2-d3c276748592,1,2024-12-01T17:06:04.668712,CONFIRMED
CINEMARK,eebf837b-3519-4354-8792-bb24930e3955,7896f9f7-a886-4192-80b7-41c963de1507,4,2024-12-01T17:01:50.619283,CONFIRMED
CINEMARK,05c5c39a-7e60-4e24-870c-e43c21b3c6ee,d48803ff-33af-4631-a22c-fc1f31a59689,4,2024-12-01T17:15:17.905095,PENDING
CINEMARK,166add20-71b5-4021-acfd-7dd2b2f858a9,dae4cdab-ac12-4d04-94f3-1e2788622b7b,4,2024-12-01T17:11:47.564348,CANCELLED
CINEMARK,f53722d3-08ea-44dc-a114-1392385e9a48,43872f8e-acc3-4488-8980-d27f5f41c2b7,3,2024-12-01T16:55:00.023736,PENDING
CINEMARK,0fb30ce8-7caf-456f-b9a0-1ed3881bf699,c8c4dde5-0853-4225-977a-9689639fb909,5,2024-12-01T16:54:59.803898,CONFIRMED
CINEMARK,9b72f8b8-7ecf-4612-a14b-309b422c23a6,c8bdb018-4b76-41aa-b877-b28e3e06db6d,2,2024-12-01T17:07:57.654254,CONFIRMED
CINEMARK,73fcf44d-3274-469b-af0d-9f22dda49266,15109756-98e7-4421-928f-f9ffec54f71d,1,2024-12-01T17:00:56.698211,CANCELLED
CINEMARK,35974964-0172-4827-88f7-74ac96b2cb17,3853a23d-9edd-40a4-bd3f-6a00b602923f,4,2024-12-01T17:09:25.410699,CONFIRMED
CINEMARK,d37fd738-9296-4bf6-b26a-cb1f3b7a7d95,be8a99ae-03eb-46c4-b602-a688531de332,4,2024-12-01T17:07:40.894828,CANCELLED
CINEMARK,4812829f-457b-4d34-942f-ebb3b4ecec7e,16142724-0103-47e6-b618-09277995b546,3,2024-12-01T16:56:35.806277,PENDING
CINEMARK,1458d03d-e6fc-427d-ba7e-d430c540927c,818f6609-3ac6-4669-92c9-ac681acd9f9e,4,2024-12-01T17:19:13.553311,PENDING
CINEMARK,f8390976-2808-41dc-862c-0e4a05d5fc1d,d7b18471-de42-4d90-b720-bc5f9b660cce,1,2024-12-01T17:06:02.961397,CANCELLED
CINEMARK,81d28a98-c121-4782-ba33-e30c8a5d078f,79cce4ff-60f5-4c80-a959-00d242d160ff,5,2024-12-01T17:06:54.121996,PENDING
CINEMARK,1e2863be-9d28-42a7-ad8b-d1093be015ee,4543bb2c-8c9e-450a-bb36-137b96c9d227,3,2024-12-01T17:05:37.094214,CONFIRMED
CINEMARK,7d424cad-7462-48a7-a6a3-bed2d2ca4602,77ac963b-d92e-41b3-899f-eedb6599c8ca,2,2024-12-01T17:12:36.163046,PENDING
CINEMARK,2500f55c-e445-489f-8aa5-0d03217ecccc,e580f87c-7d60-411e-86cc-b16a67ff8dc9,5,2024-12-01T17:10:41.224649,CONFIRMED
CINEMARK,e1a0cb1f-b06e-4ce8-83fb-fac5d141c930,4b1a76c6-59f4-43b3-a3c5-0198acdbba73,1,2024-12-01T17:18:04.729218,PENDING
CINEMARK,4e23d783-24ad-4bf7-a170-8811c935f5c6,a5daf092-1c89-4a8f-9aa6-cec637ad2727,3,2024-12-01T17:14:03.064546,PENDING
CINEMARK,6f7dad52-bbf0-4945-ae27-2696a2c90573,e19cda53-f0d3-403d-a1f7-f8c48a94c058,3,2024-12-01T17:01:38.814078,CANCELLED
CINEMARK,904c007c-60bd-4139-9089-b844d5677d02,b42d574a-4cd9-490d-9355-43cd9071db5c,2,2024-12-01T17:04:09.232426,CANCELLED
CINEMARK,41a7979e-b662-4d62-a00b-db17ef09dd12,5a8b2ebf-17ea-46d0-a372-2cae509f8516,4,2024-12-01T17:10:14.926931,PENDING
CINEMARK,f6bbae3b-48ce-43a9-a04c-a1b6987665ee,ec10d53c-4b8b-474b-8b25-cbb430d244a0,4,2024-12-01T16:56:04.426064,PENDING
CINEMARK,b4d00b6c-a0a6-4dc1-ad18-701f6c176991,7e602419-7740-4042-b16c-30f2c733ecb5,5,2024-12-01T17:03:38.694404,CONFIRMED
CINEMARK,d729bdda-8d29-40ad-8a5a-49a4f72a3483,49adf552-cee4-4b23-8f55-38e84c8ae425,4,2024-12-01T17:17:02.354269,PENDING
CINEMARK,88cc9ab4-494f-4693-87c6-4b2f2a9b7134,1c39d13c-e7b6-4486-9c93-a460d9dd6e0a,2,2024-12-01T17:17:02.140441,CANCELLED
CINEMARK,89868da2-e4eb-40f4-835a-48a05ad5d385,9fde7e5e-8e57-4a66-af1b-320052b30539,3,2024-12-01T16:57:01.568738,CONFIRMED
CINEMARK,c922b576-f5a8-41c4-87b8-ce40a6fdec6e,386c7770-8fb8-4da7-afc6-b9763f463932,1,2024-12-01T17:05:46.798944,CANCELLED
CINEMARK,38d912f7-563d-46a8-86ef-903ac9c12761,ab6a277e-a8c6-4b07-a0ae-4f8eb6bde916,4,2024-12-01T17:19:01.405437,CONFIRMED
CINEMARK,21ae4474-33a6-452c-b50d-dc4bd3a0a492,0704c7dc-f0c9-4740-acf9-03853904ee73,1,2024-12-01T16:56:12.387488,CONFIRMED
CINEMARK,73a48281-0028-401a-9cfe-5a676ffaf209,564e7e33-b456-4612-ad88-47e5b85ba076,3,2024-12-01T17:04:09.122963,CONFIRMED
CINEMARK,0d7b240e-3736-4b41-b4eb-22ba2402a364,ebdec01f-78a3-4e22-b47e-663c575c79b6,1,2024-12-01T16:54:40.037957,CONFIRMED
CINEMARK,c89b31d9-77ec-4a53-b151-cabc0f01267c,204e4f21-1464-46ea-bec8-fdc87fbf8c5b,4,2024-12-01T17:10:26.016210,CANCELLED
CINEMARK,8cd656d2-9796-457e-9d42-753361475f7f,775283f3-2a5b-435a-ad11-3e89eae66026,4,2024-12-01T17:08:40.744415,CONFIRMED
CINEMARK,20a434f2-63e5-43f9-8956-4339727be471,c9218cd2-d832-48dd-a91a-768af4980954,1,2024-12-01T17:12:17.010342,CANCELLED
CINEMARK,a4ce2799-7d7b-4c34-ba96-0f757a43dffb,f5e3c0b1-eb90-44bc-a9d5-54fbaa7f0c54,1,2024-12-01T17:18:36.329036,CANCELLED
CINEMARK,60a4a96c-2ee2-4c9a-94f9-5d89b77932d5,b602ffc0-0664-485a-9dc6-a759a6b1ff4f,1,2024-12-01T17:19:06.467226,CANCELLED
CINEMARK,f5b825aa-ab65-442c-8691-61b6e7613268,2f40f5a1-6aba-4cbe-827a-2f998cf29f84,2,2024-12-01T16:54:32.914836,CANCELLED
CINEMARK,afd12ac5-de67-428b-a19b-b9c58ecb75cb,a60fcc98-6a38-42af-a0ad-eb8b4d9a6b3c,5,2024-12-01T17:14:40.874026,CONFIRMED
CINEMARK,b29bcd3c-5950-43bd-a5ee-9a6369a33c24,6dc7c609-3e1b-434c-a278-b104e6e37f28,1,2024-12-01T16:55:44.527785,CANCELLED
CINEMARK,837af741-a15f-471d-9534-f33bcc24cc92,b4f73ea5-3658-4e5a-adf8-6901ae7b24ee,2,2024-12-01T16:54:38.618499,PENDING
CINEMARK,408fa31d-4e48-413a-81d1-7ef94caf4beb,a6ee41b5-3e6e-4abc-a996-3472982a972d,2,2024-12-01T17:01:20.432599,CONFIRMED
CINEMARK,737d4205-1d5a-495f-a763-aeccb6ab4f74,6954e2fc-5553-435f-8b6d-4255668a2d3b,3,2024-12-01T17:15:56.938026,PENDING
CINEMARK,0d87113b-ff72-4db4-a442-e00939ce1e54,ae2162dc-e404-4ccc-9c6e-c0cd7cd586ac,4,2024-12-01T17:17:12.609884,CANCELLED
CINEMARK,5a215469-7e98-4220-acf7-112d9461952a,1b145bd9-6ac0-4549-b047-9383f2deaf8c,1,2024-12-01T17:15:00.746697,CONFIRMED
CINEMARK,979f19c4-24ef-4510-9a96-fd6e2d08f849,b66e4457-8248-437b-bc75-4c1d759f8de3,1,2024-12-01T17:01:50.935479,PENDING
CINEMARK,3a05b3b1-76cb-409d-be31-54461305eefe,3f1cc4b6-b662-47b6-a1ad-56ca10027b00,4,2024-12-01T17:11:06.226735,CANCELLED
CINEMARK,d0c35764-a271-4891-83f8-4bad60544b05,2b538fb1-a980-4fe6-af2c-905b5a54cd1b,5,2024-12-01T16:56:04.752369,PENDING
CINEMARK,92b3ce1a-9fb5-4fbd-9db6-87eef7e6be0a,af0fe9f3-25c1-4fd0-9d49-476fd374a018,5,2024-12-01T17:13:37.614665,CANCELLED
CINEMARK,88558927-23c4-462f-98b1-42bdffd00b67,7775d7b6-77bf-4335-8837-02d898ef38ec,3,2024-12-01T17:15:18.224892,CANCELLED
CINEMARK,6a8a7b25-0521-4952-b3f7-2ec2af449979,52199796-530d-4a4b-849a-2f3b8108d5a2,3,2024-12-01T16:56:42.082510,CONFIRMED
CINEMARK,bf216e21-dbe8-4335-bcc4-7f3b63482eea,df475fe2-b950-4f2c-b3a6-b03f6af15e68,1,2024-12-01T17:03:01.871202,CANCELLED
CINEMARK,3a8dc596-488d-4d0a-b4e0-e6dbd242f688,e1a75339-d23e-451d-91ea-17c0e9d65e0a,4,2024-12-01T17:09:04.212487,PENDING
CINEMARK,934026ba-c126-44c2-b363-7eea7639903a,85ce6d89-c225-4051-ad84-2a80bfd152cf,5,2024-12-01T16:55:25.704689,PENDING
CINEMARK,c2b1af83-54b1-4da5-85b0-84f2a774a9a7,e1590432-73a3-4f42-8411-59af3eca8fa0,4,2024-12-01T17:02:43.504056,CANCELLED
CINEMARK,dcf2fa62-bf47-4f4c-b772-f31105b00515,123c2443-589d-4d90-8c48-880847987890,5,2024-12-01T17:08:24.767293,CONFIRMED
CINEMARK,3c52a191-3c19-4347-8ee5-03073c269507,5fb2b0b0-dc33-44ce-81e9-4ed425e829e4,2,2024-12-01T17:10:19.541094,CANCELLED
CINEMARK,4763d439-823b-459c-a118-dcd91daa06f2,a35de731-d91f-419d-a90b-4e2833aa35d5,2,2024-12-01T17:17:47.046124,CANCELLED
CINEMARK,d61705e5-f957-4f84-b873-37fe914af117,cb0c0e6e-bdf9-41c5-8e9a-2214842f40af,4,2024-12-01T17:11:29.902990,PENDING
CINEMARK,fc914f1b-6c47-40b5-9fd6-4c2039111067,ce5df36d-e7b3-4d6f-ae95-1d7efebce73f,2,2024-12-01T17:10:06.924561,CONFIRMED
CINEMARK,5d6bd213-5772-4526-8596-43637c1498d7,f0b724b2-5b74-4b19-8d69-0c99b6a7c3fb,5,2024-12-01T17:17:13.059377,CANCELLED
CINEMARK,d15e1976-c583-4713-a4a1-cc2929d543f9,a887a803-ec7b-4afc-9c1a-b500cdcb8b04,3,2024-12-01T17:08:47.677799,CANCELLED
CINEMARK,47fd77dd-ff60-45da-8dbd-5238f947d943,b66f2afc-4962-4ce7-8106-6c57f2db4077,3,2024-12-01T17:01:32.354165,PENDING
CINEMARK,55e865f3-d1bd-4235-908f-a51b4cd5c2a8,6b8041ee-e939-4128-a051-6ab2da2889f0,5,2024-12-01T17:01:03.094042,CANCELLED
CINEMARK,e31e83a4-1623-4e1e-8215-aaa473504ce8,7fdc08c2-bf4e-48c8-9c47-f3d8e61e9cec,4,2024-12-01T17:04:15.606034,PENDING
CINEMARK,071549dd-a4fd-4f97-b2f9-21fe44e8dbf9,4adc1bb3-6b41-4a7c-ac30-7d34193361b2,4,2024-12-01T17:18:33.840251,CONFIRMED
CINEMARK,4a499d93-52bc-4eeb-b889-8aea7c23dbb8,8941ad86-ca58-41bc-baf7-698f670091f3,3,2024-12-01T17:14:18.975024,CONFIRMED
CINEMARK,c66f390e-f267-4fd9-8228-31e519381266,8d47f74c-904f-40f4-bbb7-836dd51ab4dd,2,2024-12-01T17:03:43.602986,PENDING
CINEMARK,66ff282e-5a9a-454e-9d6d-ebbb5f564bbe,1a75aa03-0b61-4094-827d-c32080acf736,5,2024-12-01T16:56:30.408302,PENDING
CINEMARK,5d6ff6ec-4031-43f9-a993-826a4822b0ae,6ce5e1d7-fe9d-4a7a-a956-8940d24cae82,1,2024-12-01T17:05:32.264299,PENDING
CINEMARK,6c2f435a-efb5-44a7-ba6c-7e54fc0e33ab,bc10bd6b-4907-4a78-97d8-b32350511df6,1,2024-12-01T17:06:03.175352,CANCELLED
CINEMARK,8a245c20-e948-4dcf-b669-17275fbf05b8,7bd645c5-d732-484b-8de8-8f1c90b83550,2,2024-12-01T17:03:33.830120,CONFIRMED
CINEMARK,60323232-8d1b-402c-97c0-a3b1443bb716,226eda97-4775-4799-8520-527cafcfa2ec,1,2024-12-01T17:14:14.914372,CANCELLED
CINEMARK,be1f8d84-1134-4d5b-8bd2-63f95c7b433e,702be188-4ef7-4388-8b92-d9042cf75190,3,2024-12-01T17:10:23.729500,CONFIRMED
CINEMARK,e6cfa569-5aca-4916-a526-dbcb38c22fbd,d688c707-17e8-430f-8b9b-9add90f07285,2,2024-12-01T17:02:25.487303,CANCELLED
CINEMARK,9c271b02-7ec7-42d6-abbd-932d4eba4dcf,d76dbf75-3e1b-43a6-b004-7c34006d5b3b,2,2024-12-01T17:19:01.303293,CANCELLED
CINEMARK,7e48f18c-1ba7-477b-b65f-d8763906d81a,f2cce65f-db01-4fe5-8d09-fc4aa06a569d,2,2024-12-01T17:12:40.161406,CANCELLED
CINEMARK,f89e4798-b091-4d3e-bb7f-d151cbd500e1,53e59de5-d2b6-4baf-bd34-d4fa7599ee26,1,2024-12-01T17:15:28.554734,PENDING
CINEMARK,6b7bbef8-66eb-46f6-adfb-cf3cb9e2ffff,4542372c-095f-4bc3-839e-2adf4bb8a20f,2,2024-12-01T17:11:09.042276,CONFIRMED
CINEMARK,3f6aca91-3258-411d-a1e3-d6ac89929fed,f6b64724-c220-44b5-8a0b-841a1e1aa72e,5,2024-12-01T17:09:07.505491,CANCELLED
CINEMARK,b707c7a5-4b91-4649-8aef-4ba5750c4591,fe01052c-996e-4f11-9d7c-325dc1de654d,3,2024-12-01T17:06:58.140727,PENDING
CINEMARK,8a06b124-6c07-44aa-96e0-f767ef6383d8,c3e8d4ed-294c-4494-8e3f-5a316ebb942d,3,2024-12-01T17:18:23.415141,CANCELLED
CINEMARK,01e4e828-1e70-4b82-b32d-26829f46cba6,b5a855bf-d8cf-47a8-b5a0-8e0e65b2a6fe,5,2024-12-01T17:11:56.408524,CANCELLED
CINEMARK,5985f2ea-6efa-40b4-a6b5-571b8fc0ffaa,28784f05-d6de-41dd-9ad1-c79d66b5025b,5,2024-12-01T17:11:01.169643,PENDING
CINEMARK,1d53c0ae-b06a-46c6-921c-5d3c984acfc9,19cfea56-13f3-420d-b69c-7c5b4e8145ad,3,2024-12-01T17:18:19.250354,CANCELLED
CINEMARK,16944268-9c3c-4c90-b971-4f38065fe5da,99dc5774-ce76-47b0-ac54-cf995f383bf4,2,2024-12-01T17:16:07.689689,PENDING
CINEMARK,c1e092e5-db70-41cc-bdd4-75d2e79a930b,b5116931-1b42-48ca-98c0-c503d9a5a5b5,2,2024-12-01T17:12:26.001038,CONFIRMED
CINEMARK,f028fcc1-352f-44d7-b536-542fcadfd690,a9717414-f0a5-4f74-9587-8b126e6a86bf,5,2024-12-01T16:54:24.478685,PENDING
CINEMARK,167f4343-d436-4532-9738-604411eb5305,eeb9bd65-6f2a-4adb-ad19-51fbbfc2a2fd,4,2024-12-01T17:03:07.218275,CANCELLED
CINEMARK,6e82760c-f3eb-4ba6-ab5a-e249d5c55b3d,91c5c3b5-e48e-4c16-a5b9-47f02895914e,2,2024-12-01T16:55:37.007048,CONFIRMED
CINEMARK,3ab01ad9-db45-4f09-8f2c-7b1de1ba0ce1,c9efb7a4-b256-4e5a-bd5b-58ecbee8ed41,2,2024-12-01T17:04:55.047740,PENDING
CINEMARK,832c3c76-a665-4113-a601-f8fbae49b1d1,3442e9a5-2ad5-46d6-91b7-c4db5bcf928e,3,2024-12-01T17:03:13.857593,CONFIRMED
CINEMARK,dbbbf8a7-0bb4-4db8-a68a-eb706cffbc18,849171ff-a46a-4aa9-8e64-9a12a47be4d4,3,2024-12-01T17:16:03.780862,CANCELLED
CINEMARK,78b85c88-f02c-486e-8d62-4b66bd48c7d6,bab34378-f5c2-4301-9ef9-fba9f8cf5a93,4,2024-12-01T17:18:08.790495,CONFIRMED
CINEMARK,63569caa-212c-45f4-bda2-ee988159c8b4,fb1bff86-98af-4f15-948b-86bf1e42e693,5,2024-12-01T17:12:46.629345,PENDING
CINEMARK,15ed5d64-699e-4307-9006-3a86dee4f1eb,77e62be2-6b59-4b42-b300-81b157a6ba6f,4,2024-12-01T17:01:15.753863,CANCELLED
CINEMARK,10ae81db-41a6-458d-9168-20d9c2ecc68b,1fd6a135-c814-4062-b08f-bfaaf04eec9d,1,2024-12-01T17:14:35.460869,PENDING
CINEMARK,337c0aad-39a6-43e9-8c32-334a276ba04c,d57dfe77-747c-4b3d-af93-e85ab86da67f,4,2024-12-01T17:16:31.741270,PENDING
CINEMARK,5f7a8292-7f43-4d14-a39d-c5d8695e1d81,9c13b570-a613-4bac-b166-efa3da227256,5,2024-12-01T17:15:41.303302,PENDING
CINEMARK,509d75ce-b976-4c29-b1c3-866c12e04fd1,ea06640d-c3db-46e9-8975-9b7dccf4e134,3,2024-12-01T16:54:51.039953,CANCELLED
CINEMARK,b0d83498-61b0-463d-9ca0-45e5219d7561,507b3244-5770-4ef3-bf78-45e0f8d235b7,4,2024-12-01T17:17:05.144449,CANCELLED
CINEMARK,591462a7-c7e6-4bec-80b1-b2e1db53a5f2,a3bdef37-4519-4103-8814-4a922fb72949,1,2024-12-01T16:56:52.123886,PENDING
CINEMARK,b167326c-1206-4cd6-a2e8-b2c4099042c7,b39f390a-a05d-4338-ad40-f184d4eb6d83,5,2024-12-01T17:01:54.664330,CANCELLED
CINEMARK,a4438364-ab13-4888-b992-cc9ad72baf36,02771cfb-62ad-466f-b4aa-836fb27c0358,5,2024-12-01T17:03:15.875459,PENDING
CINEMARK,91864129-24d3-4d07-8616-679678dad794,b8417a62-a844-4fca-b9e8-02726c6b4d90,4,2024-12-01T17:12:01.928322,CONFIRMED
CINEMARK,a051c25d-9ff0-44f0-8a7d-6d1494a2cac0,0cab79bc-8f90-42a4-ace9-b42901212463,1,2024-12-01T17:07:03.221772,PENDING
CINEMARK,206dd582-9023-44fb-9f0a-0780796f947f,63c01aee-ec4e-47a1-b82a-6151e2956df7,3,2024-12-01T16:56:56.129636,CONFIRMED
CINEMARK,4bdec7b3-ed05-44b4-8d8f-1e04a4e61ffc,3677779f-7dc5-4d1d-bd66-5a4e14fd084c,2,2024-12-01T17:19:30.281980,CANCELLED
CINEMARK,30c51fba-fc21-43d3-aba4-a13fb0a9972d,b39587ea-8c5c-4078-8479-546ad920a8c5,4,2024-12-01T17:12:18.312948,CANCELLED
CINEMARK,63c4dc70-e111-4b7e-bc94-16ade9135be7,d5e92603-9360-47d0-ab7b-c484554aa667,2,2024-12-01T17:19:31.605256,CANCELLED
CINEMARK,1be45d32-a925-40b9-a091-e4474fc64005,c7c64a5c-bea9-4e69-988c-06204c38adce,2,2024-12-01T17:17:15.065055,CANCELLED
CINEMARK,a849c0c4-bffb-441e-b25a-cbe88f57a9be,62cbc123-37a8-4df7-8a9b-8c4a7f77fb8f,3,2024-12-01T17:12:00.171627,PENDING
CINEMARK,2338e1cc-251b-4434-a5ae-c05eacef085f,28922898-a2dc-4b61-999a-6ee2242784c9,1,2024-12-01T17:09:59.200719,CONFIRMED
CINEMARK,5f7724a7-66c6-4aee-a2e4-a38176bab71a,d353a8f3-9e40-4f59-87f2-1c4a438c5867,5,2024-12-01T17:01:50.514413,CANCELLED
CINEMARK,ef48869f-91c6-4fc5-89c4-cac5b3d75e1e,eea22f38-e80c-4791-9a3d-00496cf8b494,3,2024-12-01T17:07:07.938059,CANCELLED
CINEMARK,f9932b80-7675-4670-a918-f9407ab9d542,c7a22ee4-9fb1-4d10-9611-0653776754d6,3,2024-12-01T16:54:42.473804,CANCELLED
CINEMARK,49f5ad42-288e-4941-b422-295fe37f6a92,44418617-4f86-4912-8872-e8e8776e950b,5,2024-12-01T16:56:47.890818,CONFIRMED
CINEMARK,58030bec-69cd-4f87-9ebd-776dcfb4aaf8,9634b3ea-fe69-41d2-81b4-e42946200f33,1,2024-12-01T17:11:12.578747,PENDING
CINEMARK,6f4bd3cb-6441-4d21-b441-0d105919ca0a,df4f39ad-8818-4487-b45c-0145565c1ec0,4,2024-12-01T17:03:50.949080,CONFIRMED
CINEMARK,de45d959-550f-48dc-89bd-f7802139e685,f2782dd6-6bd7-4a3e-bdfb-b4ae6fb84d67,3,2024-12-01T17:05:43.483887,CONFIRMED
CINEMARK,3286a431-0cb9-49af-9e2e-3316df4c6c8d,eaf9404e-ab41-4c9d-a57c-8b89a51589ec,3,2024-12-01T16:54:13.058914,PENDING
CINEMARK,4dc5ecc1-7151-498a-ad2e-94aaede56b88,d6a0685e-671c-4511-9d60-8041864f93e6,4,2024-12-01T17:15:34.074661,CANCELLED
CINEMARK,00a1ad81-624a-459b-b103-bf4749c84fe8,8c3f43b7-4f01-447c-8bf4-1d27b53d03f5,5,2024-12-01T17:02:17.403793,PENDING
CINEMARK,e1783786-a732-4fc5-9efa-a88feff0bced,8126362e-5fb9-4184-bae5-b140fa2bed11,5,2024-12-01T17:00:46.418986,CONFIRMED
CINEMARK,e3e53200-d59c-4a90-a7af-283ccaf8b41b,157ed09e-d50d-4f7c-9d08-ce4679a5a142,4,2024-12-01T17:13:56.330098,CANCELLED
CINEMARK,42d7ef40-aee6-4667-9cd2-74e83843cdb3,5341fca0-98c5-4c0c-827d-55d7a2b92b16,2,2024-12-01T17:07:08.042772,CONFIRMED
CINEMARK,a7a4753a-de16-4e9c-a0bf-298de3e079ed,10ae4e49-e99b-44e3-9b8e-3a21d5d3d920,5,2024-12-01T17:12:42.307396,PENDING
CINEMARK,eb592197-2f39-4ca0-86e9-752ff2a25808,aaab27be-c2e2-4001-8279-c9f3cc354380,1,2024-12-01T17:13:05.519944,CONFIRMED
CINEMARK,9977d7c6-d490-451e-9b41-c880ca141e13,c9cc4238-6adb-4c08-9e7a-f05c798e620a,4,2024-12-01T17:04:47.887504,PENDING
CINEMARK,7c94111b-0e89-48a1-97c4-b81e7880a696,e0a20f22-7633-40ce-a5ff-f53a63ba99d7,1,2024-12-01T17:18:33.103201,PENDING
CINEMARK,09aea85b-0b12-4e27-9ceb-940ede2c0ee4,e6442ebb-b36e-4aa8-994d-7617953fa072,3,2024-12-01T17:16:01.160038,CONFIRMED
CINEMARK,8de356cc-6c05-4da2-901d-01ecffd8ccb0,52c06fde-a749-46bf-bbdc-f1303903a109,2,2024-12-01T17:13:59.644763,CANCELLED
CINEMARK,f99b4989-a19b-4636-8894-5c6ed1ad435c,06f99eb4-ca4b-4271-97ed-43fac8bd8560,4,2024-12-01T17:00:54.743935,CONFIRMED
