cinema_id,show_id,title,hall,seats_available,date,start_time,end_time
CINEMARK,c3767fbe-50ee-4ded-8966-b5e0d827c834,Good politics.,Sala 4,135,2024-12-21,02:16,03:47
CINEMARK,80498769-b63d-42b4-b89a-24c332cff3ff,I dream line.,Sala 3,170,2024-12-29,14:11,15:22
CINEMARK,bb48aec3-eec5-40c7-a6e7-88a3e1768499,Point serve international market.,Sala 5,119,2024-12-21,00:03,01:29
CINEMARK,4d0e44ee-9e2b-466a-82d8-61857d94f5f7,Far black first.,Sala 5,94,2024-12-02,06:43,08:21
CINEMARK,3589cc79-93f9-485b-bfcb-6ffbac77cc2d,Past education.,Sala 5,188,2024-12-24,01:49,03:54
CINEMARK,dcf0d4a5-da14-41ee-924d-a3d5c32b4ee3,Say itself.,Sala 5,76,2024-12-09,07:46,10:20
CINEMARK,5148e4e6-5fc3-4462-8b4d-aa0b67537f8a,Style hour sit.,Sala 1,187,2024-12-07,21:36,23:53
CINEMARK,e7576a59-8706-409e-a973-1192cf637178,Training fall.,Sala 2,59,2024-12-14,11:36,12:36
CINEMARK,c139ff96-e747-4125-a03d-c9822c4ab41d,Computer threat soldier.,Sala 2,154,2024-12-13,20:16,22:05
CINEMARK,e076dc7d-59c1-4d81-ae5b-27e6c695858b,Bit risk.,Sala 3,82,2024-12-25,15:14,17:31
CINEMARK,68662ced-0e8b-4419-b71c-48283ba5acb3,Create peace.,Sala 3,113,2024-12-01,19:40,22:39
CINEMARK,b4f4bb66-3aa3-47de-983d-a7d627203520,Capital hospital training.,Sala 1,154,2024-12-11,00:02,02:22
CINEMARK,25907a89-249e-4ef7-9718-68ad0ee8d6c4,Will issue.,Sala 2,98,2024-12-04,03:04,06:00
CINEMARK,d8063ddc-902e-439c-b0f6-0a21967f2f02,Close win.,Sala 4,185,2024-12-05,08:20,10:01
CINEMARK,58135c3a-3ca7-40c5-8ead-9c561aa06992,Bed me.,Sala 1,117,2024-12-21,01:41,02:50
CINEMARK,77cad6c7-fe5d-414b-8169-22fe8cbfe0f2,Company policy.,Sala 5,108,2024-12-08,14:14,15:27
CINEMARK,870daecd-dc97-4743-ad17-cedb0a8ba016,Already human including.,Sala 2,154,2024-12-06,06:25,08:03
CINEMARK,713f194f-6b27-44c1-bf35-e81382a6fdbf,Like listen example.,Sala 2,123,2024-12-09,07:09,08:49
CINEMARK,95b2324b-7624-4fe9-9b9a-8b1a5f1d5b77,Would Democrat scientist.,Sala 3,55,2024-12-28,08:04,09:54
CINEMARK,1f6327d8-df62-40d8-abc4-9e3045767078,Put chance admit.,Sala 3,76,2024-12-03,22:07,00:45
CINEMARK,f5ddbe3a-1c26-4a4a-9fdc-07f946e85833,Money office.,Sala 4,88,2024-12-10,18:59,21:35
CINEMARK,543b0034-05a1-42c3-99f8-04c40dd6cb8e,Light character building.,Sala 3,188,2024-12-14,12:49,14:42
CINEMARK,d45e90ce-fb43-40c2-9ccd-daed1efe7d53,She raise.,Sala 3,180,2024-12-20,11:58,14:19
CINEMARK,fcee2e23-9821-4e33-98af-c1b61357e567,Keep job.,Sala 2,98,2024-12-21,21:15,23:46
CINEMARK,64630705-27d4-422f-a57f-9da6fd5c713c,Money.,Sala 4,72,2024-12-29,05:39,07:47
CINEMARK,f183ef14-b213-4727-92bb-7b0b4e190dc3,Cover security.,Sala 4,199,2024-12-20,22:51,01:02
CINEMARK,a811a8cd-f77f-499c-9480-aed7f8e9edfb,Though produce former may.,Sala 3,148,2024-12-26,06:49,08:51
CINEMARK,8eb16954-481c-4c5c-88e3-c49624432211,Age.,Sala 5,175,2024-12-24,08:16,10:05
CINEMARK,b56a7b7f-7e16-416e-82af-799593dee000,Almost alone during.,Sala 1,150,2024-12-09,21:49,23:34
CINEMARK,24fd4edd-abc2-4aa1-a457-1af505932725,Three tonight our service.,Sala 2,67,2024-12-19,04:25,06:08
CINEMARK,3df31683-a8a8-4089-be1d-9a821f7f4c22,Boy often.,Sala 3,76,2024-12-11,03:47,05:07
CINEMARK,2ae0cc76-983e-4f00-80c4-41a47f0ab511,Issue describe course.,Sala 5,187,2024-12-19,16:00,17:02
CINEMARK,fe354513-ee7c-41bf-bd88-5f5b2efe93bc,Hard usually before religious.,Sala 5,93,2024-12-15,15:57,18:14
CINEMARK,300a3a06-d4db-4e76-b9ac-0a1cb7db8d30,Somebody whose.,Sala 3,159,2024-12-06,02:29,04:51
CINEMARK,dac5d9c1-4f47-47f3-a9a9-bbc3a0d45a5c,Little record himself.,Sala 2,129,2024-12-20,07:02,09:57
CINEMARK,6ec60f92-8e5e-48b5-8b1a-d6747dad3ddc,Operation decade over Mrs.,Sala 5,178,2024-12-31,14:39,16:31
CINEMARK,49260bc8-f9b0-4c46-9d15-e429a7b35d6f,Identify education step.,Sala 3,86,2024-12-14,14:41,16:50
CINEMARK,14de623e-275f-4f67-b71a-f2e2d9f2e785,Wear simple gas.,Sala 5,124,2024-12-18,13:48,15:33
CINEMARK,837a628d-1a20-4d82-a329-eeebc2b9cf32,Enter race.,Sala 5,133,2024-12-03,21:31,22:54
CINEMARK,f87327b7-8a2c-4001-9f55-482442ac4b40,Edge fast name.,Sala 5,118,2024-12-09,12:43,14:20
CINEMARK,3f26ba2b-47f1-4e25-b950-0a28021d9bb6,Blood other.,Sala 3,84,2024-12-31,09:18,11:43
CINEMARK,d76e3fa3-70ee-4ad4-a42d-f4ec50f25d8a,Road smile.,Sala 5,142,2024-12-09,15:12,16:47
CINEMARK,9cd6ae43-0bda-4885-a247-a15ddc9eec74,All rise.,Sala 3,109,2024-12-04,21:35,22:54
CINEMARK,773c4280-e7ce-4a12-bc0b-d2052c7baf87,Themselves television subject performance.,Sala 3,176,2024-12-29,06:22,08:41
CINEMARK,5cd0b512-3fce-4077-87f4-619d44ccaa28,Will whose figure.,Sala 3,163,2024-12-17,20:36,22:16
CINEMARK,94dc3e7e-1a6e-4688-952c-fc8156b0baa5,Past sit.,Sala 3,75,2024-12-10,16:38,17:42
CINEMARK,7ab5d989-f5b9-45fc-bc0a-92df02632409,Itself individual.,Sala 4,123,2024-12-14,04:27,05:47
CINEMARK,a869713c-6c8c-4c27-aa22-085cc237b0d1,Use defense.,Sala 2,170,2024-12-20,04:56,06:38
CINEMARK,54e083e2-b144-43f6-8fba-05be3e85c6c0,Later with.,Sala 5,74,2024-12-02,21:22,00:18
CINEMARK,b7bc1b75-a7b2-4219-a018-806eb58aff25,However large.,Sala 5,83,2024-12-26,07:57,09:14
CINEMARK,06db82c9-b602-42b0-8579-14b8c6353a6e,Fact international place seem.,Sala 1,178,2024-12-24,11:29,14:11
CINEMARK,c1b4b392-194f-4185-b67a-508012c66e83,Manage class with.,Sala 4,170,2024-12-25,04:29,06:05
CINEMARK,d2c826ac-87e2-4243-9c7b-812b2db85da9,Defense order.,Sala 3,173,2024-12-28,06:17,07:58
CINEMARK,bb2333a7-11b0-4f45-999a-3abd7ae7f0e4,His into.,Sala 1,162,2024-12-11,12:57,15:21
CINEMARK,f86a5892-b7e3-4546-a894-d399f2b8acdc,But record.,Sala 4,115,2024-12-14,10:27,13:06
CINEMARK,c9d9489c-7064-416f-9d74-4be283ee9bb9,Heart agent call clearly.,Sala 2,130,2024-12-31,06:39,08:36
CINEMARK,59ef3157-3ed1-492d-924d-bc2ccdf5ea66,We response.,Sala 4,53,2024-12-27,06:33,09:28
CINEMARK,9de2b32f-3a0a-438a-be9d-09cb99b98705,Within.,Sala 1,147,2024-12-26,17:19,20:03
CINEMARK,4fc92365-3907-4684-9abf-17a713ebf4bb,Machine operation.,Sala 5,79,2024-12-11,05:05,06:48
CINEMARK,e5775d94-bbac-405d-a4a9-19ee1dd16d61,Growth stock.,Sala 1,66,2024-12-12,05:41,08:02
CINEMARK,c9c54091-c2b9-436f-b909-5ffd59cd2401,Season these.,Sala 1,76,2024-12-10,08:40,10:06
CINEMARK,39cce063-2303-4a60-9c24-2b9e3e52f743,Me final.,Sala 2,117,2024-12-10,05:28,06:39
CINEMARK,300efccc-3722-4411-bf97-f6d1ad8edf8d,Star pass.,Sala 1,165,2024-12-28,23:06,01:01
CINEMARK,de2eb892-61c4-4530-b736-24cece7e21e0,Their fill.,Sala 2,171,2024-12-30,15:18,17:48
CINEMARK,1bfdbbc7-beda-415e-8821-13b8f3baa9cb,Company in coach.,Sala 4,132,2024-12-08,23:09,01:46
CINEMARK,4768ad11-a3ba-4847-a58c-7ca6a25dd088,Radio defense.,Sala 3,86,2024-12-06,03:47,05:54
CINEMARK,6954e2fc-5553-435f-8b6d-4255668a2d3b,Science.,Sala 1,192,2024-12-04,10:23,13:15
CINEMARK,183e6b43-f91b-4e67-81dc-e3519bf5e94a,Expect season.,Sala 4,134,2024-12-25,17:37,18:47
CINEMARK,dc5c55ce-de14-49c9-9039-3e432c51ab76,Let successful authority.,Sala 1,131,2024-12-03,01:08,02:53
CINEMARK,aa7bfac8-1af6-4306-8f8d-48a60359e763,South.,Sala 4,54,2024-12-06,01:03,03:32
CINEMARK,83ebb3ff-e220-49d8-8903-0c54af48842c,Number garden.,Sala 1,97,2024-12-11,00:50,02:29
CINEMARK,0d008d9d-2c98-4631-9a9e-b0272bb813c0,Entire very.,Sala 2,146,2024-12-13,15:41,17:24
CINEMARK,0aec69bd-0526-4746-afef-0846501fd308,Local bar real.,Sala 1,81,2024-12-17,14:07,16:55
CINEMARK,8f2c2daa-59fd-4490-8aa7-25ee7076c656,Pass Mrs.,Sala 2,91,2024-12-10,08:33,10:46
CINEMARK,7912055f-e7f2-440f-b296-f9e2065e4104,Edge surface soon.,Sala 3,59,2024-12-29,06:27,08:24
CINEMARK,981f57b0-a9f0-4815-a97e-1119dc6a5667,Cover south.,Sala 3,70,2024-12-31,23:09,00:36
CINEMARK,aebcaa88-2b0e-4159-bb6b-73b0e10b679d,Husband money.,Sala 3,143,2024-12-14,22:29,00:43
CINEMARK,7a39a24e-03d0-4a81-9482-69032276eaba,Quite ask.,Sala 1,70,2024-12-26,09:47,11:15
CINEMARK,71fa4ae7-0b4a-432c-b5fd-8039dd3e5d55,Election put.,Sala 2,167,2024-12-20,05:25,06:42
CINEMARK,d1dcb7fb-aac2-4ff1-b133-d47b03e4b771,Up conference.,Sala 5,140,2024-12-16,07:05,09:45
CINEMARK,cfb0ab2d-f806-450e-b410-9e34ca97b46e,Brother.,Sala 4,75,2024-12-31,07:51,09:32
CINEMARK,9a67a39b-eb00-4385-91f9-498e50ea1391,Store school gas.,Sala 2,177,2024-12-21,01:44,04:12
CINEMARK,9e264b6e-01d6-4395-9145-2fbb67be919d,For large.,Sala 2,59,2024-12-19,02:22,03:47
CINEMARK,6b675eff-78ad-4924-9be1-3efda577e42c,What social plan.,Sala 3,65,2024-12-18,20:03,22:22
CINEMARK,5d517ad9-b9c5-4c72-8bec-1be251bd61bc,Have doctor across.,Sala 5,100,2024-12-21,20:35,21:50
CINEMARK,8e156adc-1fbf-400a-a944-11eef13d438e,Relationship whatever near.,Sala 5,113,2024-12-12,21:36,23:08
CINEMARK,aafed579-f6c1-4174-9ecc-da35554cb7c9,Ten mission ok.,Sala 2,121,2024-12-13,01:36,04:36
CINEMARK,26e67917-09fd-4181-9783-9a0dfeb8065f,First trouble.,Sala 3,147,2024-12-02,12:14,14:36
CINEMARK,9589faf2-68ce-4720-9fc1-399e91c22337,Those card.,Sala 1,52,2024-12-11,14:08,15:13
CINEMARK,f72436e8-ba5e-43f5-85e0-fa4433f267ca,On Mr ok look.,Sala 4,171,2024-12-15,11:49,14:21
CINEMARK,fcaae1c1-8847-4c0f-b04f-8902e30f41f3,Mission information enough must.,Sala 4,190,2024-12-29,16:07,18:12
CINEMARK,25ec4c28-3e76-4053-b73e-20f6e8192c1b,Fast grow.,Sala 4,89,2024-12-08,00:11,02:05
CINEMARK,ecff6b97-d920-42a7-81d2-7d6a3a3c1cc3,Three final.,Sala 4,126,2024-12-04,13:50,16:29
CINEMARK,565ea4ee-90a7-4184-9c28-f471d9d70407,Phone college.,Sala 3,57,2024-12-12,21:54,23:25
CINEMARK,94b5f8f8-860e-44c8-975c-55ea96cdfbc1,Bag walk.,Sala 4,130,2024-12-15,22:35,00:59
CINEMARK,e8d891a8-a940-48b2-9c8b-3a02aac3373b,Player nation.,Sala 2,69,2024-12-04,17:34,20:30
CINEMARK,8ed1f88f-9c90-4b68-afff-329dc4cd2802,Seem choose.,Sala 1,51,2024-12-09,06:15,08:12
CINEMARK,7ac0ba3c-1ffd-47fe-af69-836f9de3f761,Mrs accept old.,Sala 2,180,2024-12-23,06:34,07:50
CINEMARK,3c7c5759-3062-412f-987f-66f331acde8c,Choose memory shoulder.,Sala 4,67,2024-12-27,20:02,21:31
CINEMARK,10ba1a00-0ba1-443b-8f13-05d9e46d2b0d,Goal never choice.,Sala 5,159,2024-12-18,06:38,08:13
CINEMARK,4f3d8bde-5f1b-43cb-9d39-5d943d4ba4d2,War concern.,Sala 4,57,2024-12-28,19:22,20:46
CINEMARK,fc52b7de-7e9b-4850-a820-c0e13aa95065,Four culture.,Sala 5,164,2024-12-16,06:46,09:31
CINEMARK,772d3621-b896-477b-9cc0-f6ba453bdace,Sort interview job adult.,Sala 5,166,2024-12-03,01:45,03:36
CINEMARK,5c5cd3db-17f5-44a5-864a-61a883eb7fb0,Street since through.,Sala 4,118,2024-12-09,06:26,07:48
CINEMARK,e65ff075-0238-450b-a636-21499d31e39a,Measure huge with.,Sala 2,93,2024-12-10,08:52,10:12
CINEMARK,58240127-498c-4133-82be-a0bab347c329,Truth half decide.,Sala 4,90,2024-12-30,06:11,08:40
CINEMARK,9877197d-1922-48a0-95d5-965924a13059,Style college.,Sala 3,61,2024-12-13,08:35,10:51
CINEMARK,c6967e9a-7402-4095-87e4-476432c474a8,Camera.,Sala 2,179,2024-12-24,21:22,23:18
CINEMARK,17d28704-fc0e-4a4d-b4c4-8b85bcbe5251,Million treat.,Sala 4,171,2024-12-30,22:46,01:25
CINEMARK,6bbb4b57-c26b-4117-9e78-0f2c7d8d9d7a,Ask month near.,Sala 5,145,2024-12-19,00:16,02:54
CINEMARK,834cb113-e738-4deb-ad64-91c7cf69027a,Relationship decide need.,Sala 5,165,2024-12-26,20:13,22:52
CINEMARK,647ca467-d4a5-4771-8eea-cd1465a6b5c0,One thousand employee.,Sala 1,119,2024-12-04,03:55,05:31
CINEMARK,6636b00a-b066-4bbf-83b4-61068d9d2f1d,Already check.,Sala 3,51,2024-12-30,17:39,20:11
CINEMARK,618b059b-dea3-4741-bf21-6c8adcfe2b84,Will happy.,Sala 2,160,2024-12-21,02:44,04:00
CINEMARK,7c2e20c6-1bc3-4604-a2b5-ab1906a0b14f,Late why important church.,Sala 4,127,2024-12-11,09:59,11:39
CINEMARK,dce1fdcd-9033-4bb6-b91e-0e5f77d5eda9,Garden itself.,Sala 5,52,2024-12-19,00:10,01:45
CINEMARK,4baa71ef-4fc3-4bf1-a7b1-9e5342039727,Better know writer.,Sala 2,50,2024-12-28,13:08,15:52
CINEMARK,604cac9d-6431-4c53-ac52-3e196ebc4bb4,Say prevent.,Sala 3,60,2024-12-22,17:52,20:49
CINEMARK,41d8864e-ddee-4047-9b16-f4d8e953ec2d,Hope spring.,Sala 5,169,2024-12-19,05:00,07:05
CINEMARK,3ff466c5-1ebf-44f1-97e0-b63ab5119e6c,Already remember.,Sala 3,97,2024-12-21,23:05,00:50
CINEMARK,b715aead-87e2-43e1-8681-617f426553bd,Glass question.,Sala 4,190,2024-12-10,22:56,00:17
CINEMARK,40f27e2f-5d44-484b-ac4d-e2f7827cc875,So oil together.,Sala 1,131,2024-12-24,00:12,02:57
CINEMARK,d616d581-2347-4fce-9436-da473b01a289,Risk structure here.,Sala 5,122,2024-12-31,12:57,15:44
